winsorized_Adult_Mortality,winsorized_Infant_Deaths,winsorized_Alcohol,winsorized_Percentage_Exp,winsorized_HepatitisB,winsorized_Under_Five_Deaths,winsorized_Polio,winsorized_Tot_Exp,winsorized_Diphtheria,winsorized_HIV,winsorized_GDP,winsorized_Population,winsorized_thinness_1to19_years,winsorized_thinness_5to9_years,winsorized_Income_Comp_Of_Resources,winsorized_Schooling,BMI
234.0,64,0.01,89.958,77.0,87,75.0,4.88,77.0,0.6,571.162,17153357.0,1.5,1.3,0.435,8.4,17.2
371.0,64,7.07,249.91,69.0,87,65.0,3.84,69.0,2.6,3868.579,2175942.0,9.5,9.4,0.468,8.1,19.3
174.0,0,3.3,208.169,86.0,0,85.0,5.1,86.0,0.1,1631.417,176582.0,0.2,0.2,0.653,12.1,67.4
38.0,5,2.16,2.527,18.0,8,65.0,5.62,45.0,3.2,36.572,132122.0,9.6,9.5,0.27,7.4,19.0
65.0,1,2.47,471.553,99.0,1,94.0,7.33,94.0,0.1,8787.614,7388.0,1.1,1.1,0.877,15.8,62.1
79.0,0,10.0,1109.855,98.0,0,98.0,9.55,98.0,0.1,8787.614,1457295.0,0.7,0.5,0.827,16.3,6.2
179.0,0,4.14,369.632,88.0,0,88.0,4.24,88.0,0.1,3957.513,124621.0,7.9,7.9,0.683,12.5,26.4
142.0,23,0.56,100.364,95.0,27,97.0,5.22,97.0,0.1,1948.812,3179285.0,6.5,6.4,0.561,9.6,48.2
54.0,0,9.04,212.086,96.0,0,99.0,7.46,99.0,0.1,2797.967,1143896.0,0.9,1.0,0.85,13.8,59.2
281.0,10,3.88,40.033,64.0,14,79.0,11.79,75.0,2.4,232.617,3662993.0,7.7,7.6,0.394,9.8,23.4
85.0,3,11.67,1109.855,18.0,3,95.0,1.52,96.0,0.1,8787.614,17153357.0,1.1,1.1,0.884,16.4,57.6
16.0,2,6.1,687.512,95.0,3,96.0,6.51,97.0,0.1,4595.666,15444969.0,1.0,1.0,0.761,13.7,54.7
131.0,7,3.99,344.741,88.0,8,85.0,5.92,88.0,0.1,5223.352,15177355.0,1.3,1.2,0.71,13.2,51.4
24.0,16,2.08,57.735,82.0,20,82.0,3.75,82.0,0.9,631.676,13676693.0,11.3,11.5,0.495,10.3,14.8
88.0,0,5.37,437.062,99.0,1,99.0,5.71,99.0,0.1,4437.179,295195.0,1.4,1.5,0.738,13.3,55.1
83.0,1,8.62,1109.855,18.0,1,45.0,8.47,91.0,0.1,8787.614,1862132.0,0.9,0.8,0.801,14.2,58.0
123.0,20,0.5,352.064,94.0,23,94.0,5.36,95.0,0.1,3868.831,3546576.0,6.0,5.9,0.705,13.1,52.8
278.0,60,1.8,109.705,96.0,86,97.0,5.23,96.0,3.2,987.445,17153357.0,8.1,7.9,0.53,11.1,19.5
6.0,1,2.62,1109.855,97.0,1,95.0,7.81,95.0,0.1,8787.614,82157.0,1.2,1.1,0.895,16.0,64.6
34.0,14,1.44,39.083,85.0,21,85.0,5.21,85.0,2.6,562.339,6679282.0,7.1,7.0,0.457,11.5,22.0
97.0,64,4.27,39.225,95.0,87,99.0,4.59,97.0,0.1,3471.248,1324655.0,4.5,4.0,0.672,11.9,26.5
211.0,0,0.68,188.711,96.0,0,93.0,11.79,94.0,0.1,1357.632,96311.0,0.2,0.1,0.574,11.8,73.4
32.0,3,0.01,13.405,18.0,4,45.0,3.8,45.0,3.2,192.597,1129424.0,8.5,8.4,0.582,9.2,24.0
149.0,3,2.87,345.378,97.0,4,97.0,8.72,97.0,0.3,2242.712,889216.0,2.1,2.1,0.618,11.4,5.2
272.0,52,0.01,46.562,73.0,85,74.0,6.86,73.0,1.6,825.573,16962846.0,7.9,7.7,0.43,8.2,23.2
242.0,2,0.01,751.398,88.0,3,88.0,8.93,88.0,2.2,5421.344,237992.0,8.6,8.5,0.632,11.7,34.9
146.0,46,7.24,916.271,96.0,52,96.0,8.48,97.0,0.1,8787.614,2248632.0,2.8,2.7,0.734,14.2,54.5
233.0,12,0.01,11.711,98.0,17,98.0,7.69,98.0,0.5,688.877,1165151.0,5.9,5.9,0.485,10.8,2.1
127.0,49,4.77,12.186,97.0,58,98.0,5.52,97.0,0.1,716.822,1435568.0,1.9,1.8,0.703,11.6,54.1
224.0,64,0.93,19.266,18.0,87,57.0,4.26,58.0,0.3,438.865,1535912.0,16.1,16.7,0.489,8.3,11.4
135.0,9,1.25,91.704,18.0,11,86.0,4.94,84.0,0.1,1263.135,178791.0,6.6,6.5,0.596,10.2,45.3
318.0,2,1.23,12.703,25.0,2,71.0,7.21,71.0,3.2,94.73,783254.0,5.9,5.8,0.396,4.4,3.2
247.0,1,12.05,42.334,99.0,1,99.0,6.59,99.0,0.1,2378.339,973146.0,2.4,2.5,0.703,14.1,56.2
491.0,5,2.61,71.156,91.0,6,88.0,7.12,89.0,3.2,915.776,1965662.0,8.8,8.7,0.437,10.7,27.9
72.0,2,9.25,1109.855,95.0,3,96.0,8.23,93.0,0.1,8787.614,57597.0,0.5,0.5,0.836,15.2,56.4
281.0,10,0.01,25.709,73.0,13,45.0,4.78,79.0,0.8,229.954,7592865.0,1.3,1.3,0.506,10.0,47.2
322.0,2,8.13,443.475,28.0,3,45.0,3.26,45.0,3.2,5685.578,136425.0,7.4,7.2,0.64,12.3,3.3
84.0,1,8.48,122.182,89.0,1,89.0,7.6,89.0,0.1,1242.954,18588.0,0.9,0.8,0.794,13.9,57.4
217.0,0,4.14,49.937,87.0,0,98.0,7.44,97.0,1.2,894.928,16311.0,6.7,6.6,0.527,10.3,24.7
195.0,0,14.09,101.12,18.0,0,95.0,5.13,94.0,0.1,885.465,136255.0,2.2,2.3,0.805,15.7,55.2
53.0,64,10.16,4.427,44.0,87,57.0,7.54,59.0,3.2,238.0,2662482.0,6.7,6.7,0.418,11.5,13.9
84.0,0,4.76,430.877,99.0,1,99.0,5.66,99.0,0.1,4414.723,289592.0,1.3,1.4,0.759,14.2,56.5
146.0,7,0.55,39.333,18.0,9,45.0,4.47,76.0,0.1,763.739,817195.0,3.1,3.1,0.651,10.6,43.1
148.0,13,4.44,411.565,94.0,16,66.0,4.72,77.0,0.4,2754.783,276141.0,1.3,1.3,0.692,13.0,48.8
41.0,64,9.75,30.196,18.0,87,45.0,4.5,45.0,3.2,512.657,17153357.0,13.5,13.6,0.27,8.1,18.3
169.0,0,0.85,334.167,63.0,0,67.0,4.12,69.0,0.1,1787.947,24143.0,1.6,1.5,0.27,10.7,44.1
163.0,0,10.21,1109.855,18.0,0,91.0,5.91,91.0,0.1,8787.614,234319.0,2.2,2.2,0.812,15.5,59.8
169.0,0,14.09,1109.855,94.0,0,93.0,6.55,93.0,0.1,8787.614,2932367.0,2.6,2.7,0.841,16.5,61.9
149.0,0,0.83,361.094,62.0,0,66.0,3.9,66.0,0.1,2643.441,23785.0,1.5,1.5,0.589,10.7,48.2
254.0,25,1.33,94.257,76.0,39,77.0,4.95,76.0,1.4,757.696,9199259.0,7.8,7.6,0.451,9.5,23.0
284.0,2,1.75,73.242,98.0,2,99.0,5.99,99.0,0.1,797.838,2496832.0,2.3,2.4,0.621,11.2,41.3
2.0,0,9.87,373.261,98.0,0,92.0,6.46,94.0,0.1,3297.355,3499536.0,3.4,3.4,0.745,14.0,56.9
183.0,25,1.54,28.521,99.0,30,99.0,5.17,98.0,0.3,396.13,2556765.0,3.3,3.3,0.607,11.3,36.4
397.0,51,7.3,45.964,73.0,73,71.0,8.7,73.0,3.2,337.225,17153357.0,16.1,16.7,0.635,13.0,4.1
86.0,3,11.7,72.8,65.0,3,99.0,11.2,99.0,0.1,473.343,6527512.0,0.6,0.6,0.879,16.0,6.1
191.0,0,6.25,365.8,96.0,0,96.0,4.45,96.0,0.8,3933.332,283277.0,3.6,3.5,0.695,12.8,43.8
121.0,0,0.01,33.559,94.0,0,94.0,4.61,94.0,0.3,348.483,513979.0,7.1,7.1,0.636,13.2,29.0
157.0,6,5.93,97.522,18.0,7,82.0,4.12,83.0,0.3,627.555,1281296.0,3.3,3.2,0.709,13.2,56.8
22.0,0,4.72,685.03,84.0,0,84.0,5.92,84.0,0.8,5761.395,5975.0,3.5,3.4,0.684,11.7,52.6
46.0,3,4.9,47.616,88.0,4,89.0,8.46,88.0,3.2,332.517,118675.0,5.8,5.9,0.519,10.8,29.3
66.0,2,9.99,1109.855,96.0,2,96.0,9.52,96.0,0.1,8787.614,17153357.0,0.6,0.5,0.858,16.3,62.9
24.0,0,0.9,25.312,83.0,0,45.0,7.83,89.0,0.1,88.875,469885.0,1.3,1.3,0.465,8.3,42.1
148.0,8,3.65,16.379,88.0,9,45.0,6.22,88.0,0.3,278.558,1359647.0,1.5,1.3,0.682,12.7,46.5
69.0,41,2.44,54.043,82.0,66,85.0,6.93,84.0,3.2,377.135,111249.0,7.4,7.3,0.433,10.0,17.3
29.0,57,0.55,60.212,83.0,87,78.0,6.34,77.0,1.9,487.943,12798763.0,9.9,9.7,0.338,5.8,18.0
65.0,0,11.41,1109.855,88.0,0,98.0,6.37,98.0,0.1,8787.614,127658.0,0.9,1.0,0.826,13.5,55.3
77.0,0,11.77,702.359,98.0,1,99.0,1.57,99.0,0.1,4651.386,11182817.0,1.0,0.9,0.889,16.3,63.0
157.0,2,3.63,334.817,98.0,3,99.0,8.4,98.0,0.1,1792.384,587718.0,1.8,1.7,0.625,11.5,51.7
231.0,64,0.4,3.824,18.0,87,86.0,1.97,78.0,0.5,219.782,17153357.0,13.3,13.6,0.445,7.7,15.2
8.0,0,4.51,428.749,98.0,1,98.0,5.88,98.0,0.1,4575.764,288914.0,1.2,1.3,0.761,14.2,57.2
31.0,60,0.53,3.676,79.0,87,65.0,6.32,61.0,2.3,334.224,11638929.0,1.5,1.5,0.308,4.9,16.5
18.0,0,1.21,21.901,18.0,0,67.0,3.28,71.0,0.1,1469.849,18563.0,1.7,1.7,0.27,9.6,41.1
336.0,3,6.28,44.548,18.0,4,48.0,2.4,45.0,3.2,685.349,724817.0,1.0,1.0,0.553,8.5,19.8
253.0,37,0.01,97.678,98.0,54,93.0,3.56,98.0,0.8,1432.228,17153357.0,6.4,6.3,0.576,11.7,28.0
491.0,30,3.99,38.525,63.0,47,69.0,11.66,65.0,2.1,263.146,5439695.0,9.5,9.5,0.332,7.6,18.8
377.0,27,0.01,59.487,91.0,40,87.0,11.38,91.0,3.2,354.725,1768838.0,6.5,6.3,0.466,10.7,19.2
72.0,2,11.05,510.933,96.0,2,96.0,8.36,96.0,0.1,3279.414,4522683.0,0.6,0.5,0.849,16.0,61.7
491.0,5,2.75,91.854,88.0,6,86.0,8.85,88.0,3.2,934.429,199993.0,8.0,7.8,0.447,10.7,28.8
211.0,7,2.48,385.325,96.0,8,96.0,1.99,96.0,0.1,4439.23,58721.0,3.2,3.3,0.27,10.6,44.2
344.0,48,4.56,23.102,76.0,87,62.0,4.85,62.0,3.2,235.491,11944587.0,11.2,1.8,0.27,4.4,12.5
189.0,64,0.05,43.179,63.0,87,45.0,2.27,45.0,0.1,899.556,2175859.0,11.0,11.1,0.608,10.6,16.7
57.0,30,4.07,38.615,63.0,47,66.0,11.69,73.0,1.9,263.762,5199549.0,9.7,9.8,0.322,7.4,18.4
99.0,0,4.25,3.48,36.0,0,87.0,9.4,84.0,0.1,265.643,3781287.0,3.0,3.0,0.27,12.3,49.9
18.0,1,4.29,14.719,97.0,1,97.0,6.27,97.0,0.1,189.682,339616.0,1.9,2.0,0.674,10.7,47.9
165.0,12,6.2,520.764,96.0,14,98.0,3.56,98.0,0.4,3972.265,17153357.0,8.6,8.8,0.687,12.3,24.6
271.0,2,0.26,45.09,28.0,2,45.0,3.65,45.0,0.1,544.567,583211.0,7.6,7.6,0.27,9.2,18.4
183.0,21,2.56,92.815,98.0,24,99.0,6.31,98.0,0.2,1213.265,277674.0,3.1,3.1,0.651,11.8,4.0
11.0,1,12.22,1109.855,18.0,1,96.0,9.1,97.0,0.1,8787.614,1362722.0,0.8,0.6,0.782,15.7,5.9
116.0,0,3.64,165.617,36.0,0,87.0,7.9,85.0,0.1,1461.755,376676.0,3.3,3.2,0.27,4.4,47.6
129.0,20,0.44,320.324,18.0,23,95.0,3.82,95.0,0.1,3935.183,34376.0,6.0,5.9,0.69,12.3,5.8
251.0,16,5.85,41.301,68.0,21,65.0,6.68,65.0,2.0,668.298,985287.0,4.1,4.1,0.466,8.5,43.0
144.0,4,0.53,210.242,95.0,5,95.0,3.4,96.0,0.1,3915.115,2369897.0,9.7,9.4,0.725,11.9,27.0
174.0,4,8.78,375.174,98.0,4,97.0,5.3,97.0,0.1,2774.956,17153357.0,3.5,4.0,0.722,12.5,52.9
127.0,0,12.73,649.391,95.0,0,94.0,7.66,93.0,0.1,4919.629,4426.0,2.1,2.1,0.739,12.2,54.7
19.0,0,5.26,99.081,86.0,0,96.0,5.81,96.0,0.5,833.313,52613.0,3.5,3.4,0.7,12.3,54.8
165.0,0,0.88,337.294,61.0,0,67.0,3.87,68.0,0.1,1886.433,2937.0,1.6,1.5,0.27,10.6,44.9
189.0,11,1.93,582.147,85.0,13,84.0,6.3,85.0,0.4,3452.829,15596214.0,1.2,1.2,0.611,10.7,49.3
185.0,28,1.53,43.664,62.0,34,99.0,5.28,99.0,0.2,456.735,2496445.0,3.4,3.3,0.594,10.7,35.3
134.0,1,3.74,7.133,64.0,1,66.0,8.53,78.0,0.1,127.367,4245.0,2.8,3.0,0.694,12.0,48.1
491.0,3,5.53,437.08,93.0,4,88.0,6.81,87.0,3.2,2937.367,112514.0,6.9,7.1,0.502,9.9,28.2
189.0,27,0.21,70.271,82.0,35,82.0,6.44,82.0,0.2,473.844,17153357.0,16.1,16.7,0.492,10.1,15.4
99.0,19,0.55,19.159,99.0,22,99.0,6.15,99.0,0.1,294.747,17153357.0,6.3,6.2,0.623,11.6,55.5
23.0,12,0.01,7.55,98.0,16,98.0,7.53,98.0,0.4,76.57,11345357.0,5.8,5.8,0.488,10.8,2.8
429.0,52,7.38,365.259,72.0,76,71.0,8.31,71.0,3.2,2681.781,17153357.0,15.4,16.7,0.629,13.0,4.9
12.0,1,6.95,201.749,85.0,1,87.0,7.25,85.0,0.1,1589.827,3772938.0,1.9,1.9,0.765,12.8,55.6
491.0,34,2.33,121.879,82.0,55,84.0,7.56,82.0,3.2,691.318,1252156.0,7.1,7.0,0.467,10.7,18.4
199.0,32,0.01,43.524,62.0,39,67.0,5.54,64.0,0.1,673.747,3568.0,5.3,5.1,0.658,10.1,58.5
81.0,0,10.22,665.736,97.0,1,98.0,1.17,98.0,0.1,4438.237,1895586.0,0.9,0.9,0.878,15.9,61.9
52.0,4,2.39,195.825,96.0,6,95.0,11.79,96.0,3.2,1352.384,264166.0,6.8,6.6,0.469,11.0,3.2
25.0,44,0.55,38.428,58.0,58,87.0,2.22,84.0,0.5,1171.583,5986514.0,13.0,13.2,0.533,9.1,21.3
78.0,0,13.31,973.681,46.0,0,45.0,7.27,45.0,0.1,5886.828,4159914.0,0.3,0.2,0.889,17.5,55.1
138.0,4,1.97,97.766,99.0,5,99.0,4.6,99.0,0.1,1259.876,19373.0,15.4,15.5,0.712,12.9,16.6
121.0,4,0.59,313.363,98.0,4,98.0,8.8,98.0,0.1,2537.349,5934232.0,3.9,3.8,0.733,13.7,58.6
428.0,64,1.51,0.682,84.0,87,45.0,4.68,82.0,3.2,43.98,3145483.0,9.2,9.1,0.448,8.4,14.4
243.0,1,12.6,364.426,98.0,1,97.0,6.34,99.0,0.1,3848.216,964924.0,2.2,2.4,0.723,14.6,57.2
188.0,0,6.35,103.371,89.0,0,89.0,4.49,92.0,0.6,1495.963,133144.0,6.2,6.6,0.751,12.3,38.4
194.0,18,5.88,0.276,95.0,21,97.0,3.4,97.0,0.8,27.565,6295821.0,9.4,9.7,0.64,10.9,18.7
121.0,6,3.77,59.129,87.0,8,87.0,7.29,87.0,0.1,674.983,15661547.0,1.3,1.1,0.725,13.4,52.8
225.0,2,4.26,181.012,96.0,2,95.0,5.58,96.0,0.1,2139.626,2628131.0,2.2,2.3,0.673,13.4,44.9
194.0,3,3.7,218.572,86.0,4,87.0,6.11,86.0,0.3,1175.116,5379328.0,2.0,1.9,0.592,11.0,46.4
73.0,2,11.86,1109.855,97.0,2,98.0,8.23,98.0,0.1,8787.614,17153357.0,0.6,0.5,0.844,15.9,61.1
73.0,0,12.04,1109.855,89.0,0,89.0,1.94,89.0,0.1,8787.614,8391643.0,1.7,2.0,0.88,15.7,55.7
198.0,0,5.69,7.495,96.0,0,96.0,5.44,96.0,0.5,134.326,1788.0,6.0,5.9,0.546,10.6,27.7
192.0,0,0.01,200.66,97.0,0,97.0,9.76,97.0,0.2,1619.533,18745.0,5.7,5.5,0.559,11.0,29.3
369.0,64,0.8,10.825,47.0,87,55.0,4.73,45.0,3.2,111.363,7497192.0,11.7,11.6,0.298,4.9,12.9
491.0,30,3.56,20.843,75.0,46,75.0,4.96,75.0,3.2,325.679,13558469.0,7.8,7.8,0.421,9.7,28.6
17.0,0,0.01,726.029,87.0,0,91.0,6.42,91.0,0.1,7378.345,62181.0,1.8,1.9,0.803,15.1,61.3
382.0,64,5.04,98.191,73.0,87,45.0,4.1,45.0,2.6,1443.992,17153357.0,1.0,9.9,0.426,6.8,17.7
226.0,1,14.09,464.078,91.0,1,45.0,6.44,95.0,0.1,4735.485,956953.0,2.2,2.3,0.739,14.9,57.7
89.0,64,5.74,94.434,99.0,87,99.0,5.26,99.0,0.1,6337.883,135695.0,3.9,3.3,0.703,12.4,3.0
131.0,1,6.65,645.958,92.0,1,92.0,7.82,45.0,0.1,6871.898,3321245.0,1.8,1.7,0.738,14.0,55.0
238.0,1,0.16,283.806,95.0,1,93.0,5.88,95.0,0.3,1741.143,686958.0,16.1,16.7,0.27,10.1,18.0
38.0,64,0.01,14.168,78.0,87,82.0,7.22,78.0,3.2,719.173,17153357.0,5.7,5.6,0.483,10.0,18.1
127.0,37,5.36,159.877,97.0,43,96.0,6.6,96.0,0.1,8787.614,11366189.0,1.7,1.6,0.735,12.3,58.7
171.0,10,0.32,43.341,93.0,12,95.0,6.4,93.0,0.2,738.348,764163.0,3.7,3.8,0.603,11.1,36.6
295.0,64,0.03,17.172,64.0,87,58.0,7.43,58.0,0.1,272.564,2589345.0,16.1,16.7,0.405,8.1,14.7
267.0,38,0.81,23.728,71.0,58,74.0,4.89,78.0,0.6,245.124,1782997.0,8.2,8.1,0.466,8.7,15.4
294.0,14,0.01,41.6,84.0,21,84.0,5.11,84.0,1.7,563.689,6859482.0,7.0,6.8,0.464,12.0,22.6
129.0,0,1.98,41.307,98.0,0,97.0,5.84,98.0,0.1,298.676,292.0,14.7,14.8,0.587,11.8,15.6
1.0,1,4.04,1070.269,86.0,1,88.0,8.45,88.0,0.1,4167.714,4125971.0,2.2,2.1,0.715,12.1,48.3
163.0,64,6.97,23.764,98.0,85,99.0,8.27,99.0,0.1,477.183,17153357.0,3.2,3.1,0.694,13.8,47.8
148.0,3,5.36,441.845,87.0,3,83.0,1.33,87.0,0.1,3855.538,6379219.0,2.0,2.0,0.679,12.3,47.9
276.0,8,5.99,145.102,95.0,9,95.0,3.61,95.0,0.1,1658.311,14858948.0,2.6,2.6,0.7,12.7,44.8
71.0,0,6.9,1109.855,42.0,0,99.0,9.23,99.0,0.1,8787.614,8924958.0,1.3,1.3,0.88,15.9,53.9
127.0,4,0.54,228.784,97.0,4,97.0,9.15,97.0,0.1,1889.214,5396774.0,3.9,3.9,0.717,13.2,56.3
248.0,6,2.85,2.199,99.0,8,99.0,3.51,99.0,0.1,174.515,4754641.0,3.4,3.4,0.27,10.3,4.7
288.0,2,8.01,40.537,52.0,3,45.0,2.88,45.0,3.2,727.777,1444844.0,7.1,6.9,0.646,12.4,31.4
7.0,2,8.4,1109.855,56.0,2,88.0,11.2,89.0,0.1,8787.614,345274.0,0.5,0.4,0.898,15.9,64.1
224.0,0,4.29,268.184,83.0,0,45.0,9.65,71.0,0.4,1888.618,47239.0,3.6,3.6,0.27,11.1,47.6
155.0,1,10.98,107.983,96.0,1,96.0,6.61,95.0,0.1,7296.122,7492561.0,2.1,2.1,0.761,13.8,61.5
321.0,11,0.59,124.379,67.0,14,62.0,6.79,68.0,1.4,588.358,61724.0,1.5,1.4,0.433,7.2,39.6
162.0,0,3.62,310.612,54.0,0,45.0,4.45,55.0,0.1,2351.338,178781.0,0.2,0.2,0.665,12.4,68.9
224.0,1,14.09,501.806,98.0,1,98.0,5.95,97.0,0.1,6376.183,9527985.0,2.1,2.3,0.755,15.1,58.2
59.0,0,11.32,283.33,96.0,0,99.0,7.23,99.0,0.1,3818.464,111267.0,0.9,1.0,0.853,14.6,57.8
132.0,1,3.36,70.542,48.0,2,74.0,8.49,75.0,0.1,928.182,431.0,2.9,3.0,0.684,11.8,47.5
491.0,36,2.46,8.37,82.0,59,84.0,7.33,83.0,3.2,53.277,11731746.0,7.2,7.1,0.456,10.5,18.0
215.0,6,2.35,37.885,97.0,8,97.0,1.88,96.0,0.1,436.459,5795.0,3.2,3.3,0.27,10.5,43.4
286.0,6,0.62,20.98,96.0,8,96.0,3.6,96.0,0.7,582.776,447469.0,8.8,8.7,0.405,5.0,16.5
169.0,0,10.14,24.708,89.0,0,92.0,6.1,92.0,0.1,1372.689,25979.0,2.2,2.3,0.81,15.8,59.4
39.0,2,1.02,121.481,25.0,2,72.0,7.5,72.0,3.2,965.669,79628.0,5.8,5.7,0.405,4.4,3.6
137.0,0,0.01,584.945,82.0,0,84.0,4.98,82.0,0.1,4266.557,15328.0,0.1,0.1,0.718,14.3,74.3
46.0,62,1.16,5.813,78.0,87,78.0,5.9,78.0,3.2,65.986,17153357.0,3.6,3.5,0.405,9.1,21.8
23.0,0,14.09,1109.855,98.0,1,98.0,6.7,98.0,0.1,7978.825,9465997.0,2.0,2.0,0.796,15.7,61.1
138.0,0,0.01,427.989,64.0,0,65.0,3.7,64.0,0.1,3158.587,247485.0,1.5,1.4,0.592,10.8,5.8
117.0,0,5.82,482.804,94.0,0,94.0,8.68,94.0,0.1,8787.614,3485.0,1.5,1.4,0.788,15.5,62.9
88.0,64,5.79,9.956,99.0,87,99.0,5.39,99.0,0.1,777.776,135738.0,3.8,3.2,0.713,12.7,3.9
491.0,4,0.01,153.344,93.0,6,45.0,11.7,93.0,3.2,1196.134,2117361.0,6.1,5.9,0.484,11.1,31.4
217.0,7,2.9,691.133,97.0,8,98.0,2.7,98.0,0.1,7962.366,5466241.0,3.3,3.3,0.683,10.8,47.7
254.0,38,0.01,28.669,18.0,55,91.0,4.63,45.0,0.9,1814.492,17153357.0,6.6,6.4,0.57,11.5,27.3
142.0,3,9.06,542.024,97.0,3,98.0,6.22,99.0,0.1,5693.524,382457.0,2.4,2.6,0.796,15.3,54.5
113.0,0,11.83,1109.855,95.0,0,96.0,6.95,96.0,0.1,8787.614,444.0,1.8,1.8,0.783,13.9,58.1
144.0,16,4.03,40.538,65.0,20,95.0,4.94,95.0,0.4,259.193,2661467.0,1.4,1.4,0.686,13.9,46.7
252.0,25,0.01,90.122,78.0,39,74.0,4.59,78.0,1.1,943.687,1286712.0,7.1,6.9,0.475,10.7,25.2
115.0,0,6.56,635.485,18.0,0,93.0,6.9,94.0,0.1,6682.281,619428.0,2.0,2.0,0.787,15.0,59.1
238.0,40,0.19,23.184,18.0,54,72.0,5.6,72.0,0.1,246.376,17153357.0,16.1,16.7,0.447,8.6,12.4
88.0,3,11.9,1109.855,47.0,3,98.0,1.57,98.0,0.1,8787.614,6437499.0,0.6,0.6,0.877,16.1,59.1
168.0,64,0.01,3.395,18.0,87,85.0,2.47,85.0,0.1,42.598,1341716.0,2.7,16.7,0.468,7.5,1.8
266.0,17,6.08,56.779,68.0,23,62.0,5.56,63.0,2.7,615.82,9556889.0,4.2,4.2,0.458,8.4,4.7
491.0,55,8.69,709.317,79.0,84,75.0,7.77,79.0,3.2,5414.634,476667.24,11.6,13.9,0.609,12.9,43.6
178.0,0,14.09,1109.855,93.0,0,93.0,6.59,93.0,0.1,8787.614,2957689.0,2.7,2.7,0.834,16.4,61.4
285.0,25,1.35,8.932,73.0,40,75.0,4.63,73.0,2.1,519.292,752555.0,9.1,9.0,0.416,7.7,19.7
133.0,4,0.49,227.297,93.0,4,94.0,9.65,91.0,0.1,1657.889,51313.0,4.0,4.0,0.7,12.6,54.0
32.0,47,4.73,64.24,76.0,86,94.0,6.58,86.0,2.0,422.633,13829177.0,1.0,9.6,0.325,4.7,14.6
361.0,24,4.5,21.249,92.0,36,88.0,11.49,92.0,3.2,165.879,7675338.0,8.1,8.2,0.29,5.9,14.5
155.0,0,1.51,310.82,88.0,0,85.0,5.3,84.0,0.1,1842.444,99184.0,0.1,0.1,0.679,13.5,67.0
13.0,2,6.24,74.148,95.0,3,91.0,6.4,91.0,0.1,511.368,15262754.0,1.1,1.1,0.755,13.5,54.0
14.0,6,1.02,176.011,62.0,7,81.0,5.1,79.0,0.1,3851.438,85813.0,2.8,2.9,0.708,11.6,45.9
431.0,3,4.94,459.157,83.0,4,74.0,7.2,86.0,3.2,3881.295,255734.0,12.6,12.6,0.57,11.4,28.7
223.0,0,0.01,188.737,97.0,1,97.0,3.7,97.0,0.6,2422.816,752967.0,16.1,16.7,0.581,12.3,21.9
219.0,21,0.3,1.177,86.0,33,83.0,4.81,86.0,0.5,12.566,1255917.0,1.6,1.5,0.444,7.5,21.2
68.0,1,2.23,33.586,96.0,1,94.0,7.38,95.0,0.1,2195.177,7537.0,1.1,1.1,0.87,15.7,61.1
148.0,49,7.55,843.195,96.0,54,96.0,8.26,95.0,0.1,8787.614,256983.0,2.8,2.8,0.73,14.2,53.6
169.0,0,4.17,24.997,83.0,0,82.0,4.71,83.0,0.1,197.294,177662.0,0.2,0.2,0.659,12.3,68.2
41.0,64,9.79,72.85,71.0,87,69.0,9.1,71.0,3.2,449.693,17153357.0,6.2,6.2,0.453,10.6,15.6
217.0,7,2.55,490.418,97.0,8,97.0,1.98,97.0,0.1,5649.978,517461.0,3.2,3.3,0.665,10.6,45.0
136.0,0,0.01,36.48,18.0,0,92.0,8.33,92.0,0.1,216.243,69828.0,2.5,2.5,0.27,4.4,53.5
48.0,29,6.66,33.303,96.0,46,96.0,6.34,96.0,3.2,212.662,868346.0,7.0,7.3,0.359,7.6,14.5
4.0,42,0.3,26.874,18.0,75,45.0,6.9,45.0,3.2,197.316,866312.0,11.3,11.2,0.3,4.9,14.1
182.0,11,0.36,13.257,58.0,14,82.0,4.46,85.0,0.3,236.314,6576877.0,4.0,4.0,0.553,10.1,32.5
75.0,2,9.69,3.122,95.0,3,96.0,8.11,93.0,0.1,24.819,569741.0,0.5,0.5,0.828,14.9,55.7
477.0,3,4.87,413.006,18.0,4,89.0,8.19,88.0,3.2,2842.438,1158897.0,6.1,6.3,0.514,10.6,28.9
94.0,0,4.54,630.388,89.0,0,45.0,9.58,89.0,0.1,4611.473,372284.0,2.6,2.6,0.717,13.3,53.1
142.0,2,2.72,60.558,51.0,2,89.0,8.72,84.0,0.1,779.385,4357.0,2.9,3.0,0.677,11.8,47.0
271.0,64,0.01,73.524,62.0,86,58.0,8.18,62.0,0.1,612.697,327582.0,16.1,16.7,0.476,10.0,18.6
9.0,0,12.5,1109.855,81.0,0,82.0,1.27,83.0,0.1,8787.614,881957.0,1.7,1.9,0.847,16.1,51.2
21.0,16,2.41,25.25,87.0,20,82.0,6.71,82.0,0.3,171.771,1228848.0,1.5,1.5,0.553,8.8,41.7
25.0,5,8.44,453.783,46.0,5,72.0,7.47,76.0,0.2,3855.421,455933.0,2.4,2.4,0.739,15.1,59.6
11.0,1,2.19,510.604,18.0,1,45.0,1.9,45.0,0.1,5253.123,3359859.0,4.9,4.7,0.27,15.0,58.6
