Adult Mortality,Alcohol,percentage expenditure,BMI,Polio,Diphtheria,HIV/AIDS,GDP,thinness 10-19 years,Income composition of resources,Schooling,Economic_health_index,Health_expenditure_ratio,Mortality_rate_ratio
58.0,7.39,121.587,27.8,99.0,97.0,0.1,0.487,1.9,0.889,15.3,13.602,2.403,19.333
48.0,1.19,49.91,21.3,73.0,76.0,6.9,0.057,3.6,0.4,9.2,3.68,98.629,0.533
682.0,5.76,36.293,44.2,66.0,66.0,1.9,0.066,4.0,0.47,8.6,4.042,134.507,11.759
187.0,1.88,657.528,49.9,65.0,73.0,0.4,0.369,1.2,0.614,10.7,6.57,16.793,14.385
127.0,3.65,0.0,17.5,97.0,97.0,0.1,0.174,14.2,0.678,12.6,8.543,32.888,3.629
23.0,0.01,73.866,23.7,87.0,87.0,0.8,0.085,6.8,0.497,11.1,5.517,79.164,11.5
328.0,6.88,78.47,15.9,99.0,99.0,6.2,0.034,6.8,0.404,9.3,3.757,35.166,9.647
223.0,4.53,32.366,49.7,74.0,75.0,1.0,0.026,3.5,0.0,10.9,0.0,252.782,11.024000000000001
196.0,5.13,885.074,54.1,85.0,87.0,0.6,0.745,3.5,0.696,12.1,8.422,8.237,11.024000000000001
149.0,1.62,59.636,15.1,98.0,98.0,0.1,0.087,15.4,0.699,12.6,8.807,44.565,29.8
24.0,0.9,25.312,42.1,9.0,89.0,0.1,0.009,1.3,0.465,8.3,3.86,896.538,11.024000000000001
178.0,0.15,0.0,52.3,98.0,98.0,0.1,0.174,3.3,0.621,11.3,7.017,31.051,2.472
247.0,12.98,24.249,54.4,99.0,99.0,0.1,0.128,2.7,0.675,13.1,8.843,48.015,247.0
272.0,0.12,40.378,16.5,68.0,67.0,1.3,0.035,11.2,0.298,4.0,1.192,191.115,2.667
527.0,2.71,154.871,29.7,92.0,93.0,13.4,0.117,7.2,0.464,10.9,5.058,15.935,87.833
129.0,0.44,320.324,5.8,95.0,95.0,0.1,0.394,6.0,0.69,12.3,8.487,9.696,5.609
327.0,0.61,110.98,38.9,54.0,61.0,1.4,0.051,1.5,0.428,6.9,2.953,150.543,23.357
354.0,0.86,1.507,13.5,54.0,4.0,4.1,0.013,11.5,0.31,5.4,1.674,314.966,1.035
134.0,3.03,7.341,48.1,96.0,94.0,0.1,0.009,2.0,0.657,10.8,7.096,606.76,134.0
224.0,14.67,501.806,58.2,98.0,97.0,0.1,0.638,2.1,0.755,15.1,11.4,9.319,224.0
265.0,0.72,33.748,15.8,8.0,85.0,0.6,0.027,8.1,0.473,8.9,4.21,193.724,4.732
217.0,7.64,4.141,45.9,97.0,98.0,0.3,0.004,5.5,0.636,10.3,6.551,1243.76,217.0
133.0,6.95,292.614,52.2,95.0,95.0,0.1,0.215,2.7,0.715,13.2,9.438,41.36,133.0
347.0,10.22,94.497,16.7,82.0,82.0,6.8,0.058,5.9,0.477,10.7,5.104,169.617,3.044
168.0,8.01,0.0,53.4,86.0,77.0,0.1,0.174,1.8,0.67,10.6,7.102,28.181,12.923
188.0,3.28,0.0,41.4,94.0,96.0,0.2,0.174,3.2,0.632,12.1,7.647,35.47,47.0
622.0,2.95,3.535,25.9,84.0,84.0,32.5,0.005,1.6,0.446,10.4,4.638,1492.824,88.857
166.0,1.67,0.0,68.1,81.0,81.0,0.1,0.174,0.2,0.641,11.7,7.5,76.795,11.024000000000001
463.0,0.01,1.443,23.8,83.0,83.0,0.6,0.008,7.5,0.426,9.5,4.047,1547.796,14.469
266.0,2.87,61.849,39.1,95.0,95.0,0.1,0.052,2.5,0.588,9.4,5.527,104.143,88.667
99.0,4.22,1859.096,53.4,89.0,9.0,0.1,0.692,1.9,0.74,12.9,9.546,13.149,99.0
288.0,7.11,9.166,17.7,93.0,97.0,2.8,0.054,6.6,0.447,10.2,4.559,133.742,11.52
417.0,2.45,0.0,2.7,5.0,5.0,6.8,0.174,9.1,0.492,9.4,4.625,14.98,29.786
185.0,7.82,21.465,3.1,99.0,99.0,0.1,0.119,6.0,0.712,12.1,8.615,32.781,11.024000000000001
45.0,1.48,0.797,19.7,74.0,75.0,12.6,0.005,3.7,0.372,8.8,3.274,952.835,0.433
172.0,0.04,0.668,21.9,82.0,82.0,0.1,0.001,2.2,0.521,7.5,3.908,2563.84,0.373
322.0,11.32,333.215,54.7,97.0,96.0,0.4,0.298,2.6,0.733,13.2,9.676,18.836,14.636
397.0,3.65,0.0,28.0,81.0,83.0,1.9,0.174,5.5,0.675,12.3,8.302,32.888,5.025
143.0,1.54,421.296,53.5,85.0,85.0,0.1,0.432,5.3,0.641,10.7,6.859,11.453,2.648
24.0,12.1,76.362,58.1,9.0,94.0,0.1,0.068,3.1,0.792,16.3,12.91,83.828,11.024000000000001
14.0,4.25,96.206,46.0,97.0,97.0,0.1,0.133,2.1,0.662,10.6,7.017,45.199,14.0
121.0,5.58,9.871,45.9,99.0,98.0,0.2,0.004,2.4,0.716,12.1,8.664,1736.371,60.5
491.0,1.16,7.915,17.3,93.0,93.0,14.9,0.004,6.9,0.415,9.9,4.108,286.939,8.768
9.0,0.09,196.381,65.6,98.0,98.0,0.1,0.254,7.5,0.818,14.5,11.861,15.218,1.0
257.0,0.01,151.899,26.7,91.0,92.0,0.9,0.163,6.7,0.563,11.2,6.306,29.372,4.589
224.0,0.93,19.266,11.4,57.0,58.0,0.3,0.044,27.7,0.489,8.3,4.059,97.283,0.09
373.0,3.65,0.0,32.3,84.0,9.0,7.1,0.314,4.0,0.541,11.4,6.167,18.246,124.333
252.0,11.01,45.65,56.7,98.0,99.0,0.1,0.313,2.3,0.713,14.4,10.267,22.012,252.0
335.0,0.01,0.0,21.5,41.0,42.0,0.8,0.174,7.1,0.675,12.3,8.302,32.888,3.988
233.0,0.01,11.711,2.1,98.0,98.0,0.5,0.069,5.9,0.485,10.8,5.238,111.722,13.706
225.0,0.01,5.339,2.0,73.0,73.0,0.3,0.045,7.2,0.509,10.3,5.243,75.301,5.769
278.0,0.01,208.231,47.9,64.0,73.0,0.7,0.218,1.3,0.511,10.0,5.11,19.5,21.385
129.0,1.98,41.307,15.6,97.0,98.0,0.1,0.03,14.7,0.587,11.8,6.927,196.316,11.024000000000001
22.0,1.08,156.285,39.6,78.0,78.0,0.1,0.078,1.4,0.446,7.3,3.256,87.948,11.024000000000001
161.0,3.23,192.93,43.5,94.0,95.0,0.8,0.144,2.4,0.583,10.8,6.296,53.049,26.833
273.0,0.01,0.0,25.6,61.0,85.0,3.3,0.174,7.9,0.557,10.2,5.681,22.843,27.3
189.0,0.07,10.263,21.3,83.0,77.0,0.2,0.022,1.7,0.641,11.7,7.5,130.578,1.044
229.0,2.77,0.0,39.0,94.0,94.0,0.1,0.174,3.3,0.618,12.6,7.787,39.431,57.25
116.0,0.43,68.866,62.4,98.0,98.0,0.1,0.039,3.8,0.737,13.1,9.655,217.204,29.0
332.0,1.83,0.0,16.1,47.0,41.0,2.2,0.174,11.9,0.675,12.3,8.302,18.366,1.003
37.0,7.72,353.244,3.8,44.0,45.0,10.9,0.675,7.2,0.64,12.4,7.936,4.089,12.333
181.0,2.52,665.726,55.4,93.0,94.0,0.2,0.399,1.6,0.676,13.2,8.923,16.952,90.5
198.0,3.93,0.0,49.9,95.0,95.0,0.2,0.174,1.2,0.649,13.8,8.956,31.51,18.0
221.0,2.05,31.258,5.2,91.0,9.0,0.1,0.027,4.3,0.681,13.1,8.921,140.778,11.024000000000001
67.0,3.88,29.815,28.2,73.0,73.0,23.7,0.04,8.2,0.414,9.6,3.974,112.889,1.457
148.0,0.01,457.32,52.8,94.0,94.0,0.1,0.716,5.7,0.727,15.5,11.268,4.765,49.333
543.0,3.1,29.866,24.9,82.0,83.0,29.8,0.047,11.5,0.445,9.6,4.272,146.019,77.571
214.0,4.55,4.233,5.4,84.0,85.0,0.9,0.003,3.5,0.0,11.1,0.0,1973.425,11.024000000000001
369.0,3.65,0.0,42.9,93.0,93.0,4.2,0.127,3.4,0.0,0.0,0.0,45.29,8.786
112.0,1.21,264.784,48.1,97.0,97.0,0.1,0.222,6.6,0.646,12.8,8.269,24.37,22.4
19.0,3.1,64.97,17.0,79.0,82.0,0.2,0.145,26.9,0.59,11.3,6.667,30.325,0.014
276.0,1.05,42.563,14.3,6.0,6.0,0.7,0.028,8.6,0.456,8.2,3.739,186.423,4.246
339.0,1.71,60.515,17.9,88.0,88.0,6.4,0.092,8.3,0.506,10.4,5.262,42.543,3.568
186.0,4.73,0.0,41.0,99.0,99.0,0.7,0.174,3.9,0.673,12.8,8.614,20.892,11.024000000000001
132.0,2.1,22.486,47.3,84.0,81.0,0.1,0.049,2.8,0.728,11.6,8.445,118.32,22.0
25.0,0.44,46.391,12.9,55.0,55.0,0.1,0.047,12.1,0.485,9.8,4.753,52.705,6.25
164.0,3.16,0.0,29.2,98.0,92.0,0.1,0.174,5.4,0.675,12.3,8.302,32.888,13.667
316.0,4.19,22.396,22.0,66.0,6.0,3.1,0.017,8.3,0.372,10.1,3.757,502.273,19.75
134.0,0.01,0.0,62.8,96.0,96.0,0.1,0.174,5.7,0.735,13.4,9.849,24.852,67.0
219.0,4.61,24.59,24.3,84.0,89.0,0.1,0.028,1.0,0.671,11.7,7.851,165.784,3.174
19.0,0.57,123.097,51.1,97.0,99.0,0.1,0.228,6.9,0.765,11.9,9.104,9.221,19.0
47.0,9.76,57.226,18.8,43.0,33.0,5.4,0.065,13.2,0.445,8.5,3.782,66.801,0.052
245.0,0.01,5.103,48.8,55.0,48.0,0.5,0.008,3.9,0.487,9.1,4.432,926.851,12.895
179.0,0.09,200.068,26.5,8.0,78.0,0.3,0.35,1.4,0.682,12.9,8.798,8.153,1.261
235.0,6.64,808.243,48.5,99.0,98.0,0.1,0.718,2.3,0.758,14.6,11.067,5.756,29.375
135.0,7.53,222.507,51.7,93.0,93.0,0.1,0.164,2.8,0.709,13.1,9.288,42.118,135.0
533.0,3.97,20.396,17.2,46.0,44.0,1.2,0.014,1.3,0.292,6.7,1.956,988.696,11.104
146.0,1.69,72.428,15.6,98.0,99.0,0.1,0.099,15.4,0.697,12.7,8.852,39.924,29.2
238.0,7.35,17.464,39.0,93.0,93.0,1.8,0.02,5.7,0.619,11.4,7.057,295.796,238.0
135.0,0.01,52.83,17.0,96.0,96.0,0.1,0.095,18.3,0.565,10.0,5.65,30.26,1.038
226.0,0.04,0.0,39.6,67.0,73.0,0.1,0.174,13.7,0.498,9.0,4.482,33.174,4.913
152.0,3.65,0.0,17.4,75.0,76.0,0.1,0.116,1.9,0.603,12.5,7.538,49.312,76.0
36.0,0.19,1.4,19.4,46.0,63.0,2.4,0.005,8.9,0.364,7.6,2.766,794.091,0.75
214.0,4.52,31.272,24.8,77.0,67.0,0.1,0.285,1.0,0.676,11.7,7.909,16.55,3.147
228.0,0.44,4.155,15.7,92.0,82.0,0.5,0.022,13.3,0.455,7.8,3.549,90.164,2.533
86.0,9.81,71.016,6.6,99.0,99.0,0.1,0.058,0.9,0.878,16.9,14.838,157.171,11.024000000000001
391.0,0.88,11.595,12.3,55.0,3.0,5.0,0.012,11.9,0.0,3.9,0.0,356.225,0.968
98.0,3.28,29.743,24.9,94.0,93.0,0.1,0.03,4.8,0.646,11.0,7.106,151.66,0.272
3.0,0.01,12.834,36.2,96.0,95.0,4.4,0.073,7.3,0.687,12.5,8.588,86.039,1.0
137.0,7.62,57.585,55.7,95.0,96.0,0.1,0.033,1.2,0.77,16.4,12.628,247.368,10.538
272.0,0.01,46.562,23.2,74.0,73.0,1.6,0.083,7.9,0.43,8.2,3.526,83.128,3.2
13.0,6.24,74.148,54.0,91.0,91.0,0.1,0.051,1.1,0.755,13.5,10.192,125.362,4.333
41.0,4.43,41.736,21.3,61.0,63.0,7.9,0.061,7.5,0.437,7.1,3.103,76.548,0.414
72.0,11.05,510.933,61.7,96.0,96.0,0.1,0.328,0.6,0.849,16.0,13.584,25.464,36.0
8.0,10.11,713.53,62.3,98.0,98.0,0.1,0.478,0.9,0.884,16.1,14.232,2.971,8.0
131.0,0.55,248.697,54.8,97.0,99.0,0.1,0.173,4.0,0.706,12.7,8.966,57.245,32.75
78.0,10.79,0.0,63.1,93.0,93.0,0.1,0.174,0.8,0.675,12.3,8.302,56.305,19.5
318.0,0.01,0.0,23.3,47.0,42.0,0.8,0.005,6.8,0.675,12.3,8.302,1247.366,3.926
198.0,0.37,8.943,31.3,86.0,83.0,0.3,0.014,4.2,0.529,9.6,5.078,338.739,11.647
141.0,10.81,0.0,53.1,99.0,99.0,0.1,0.174,1.4,0.784,14.0,10.976,42.473,11.024000000000001
11.0,11.54,650.981,53.9,96.0,96.0,0.1,0.446,1.2,0.882,16.3,14.377,21.302,11.024000000000001
14.0,7.82,149.359,43.8,98.0,99.0,0.1,0.131,3.4,0.788,14.2,11.19,37.017,11.024000000000001
154.0,0.01,915.186,31.8,98.0,98.0,0.1,0.93,7.1,0.756,14.3,10.811,5.116,11.024000000000001
32.0,2.55,0.869,17.9,56.0,53.0,3.6,0.004,1.0,0.0,6.7,0.0,1426.037,3.556
32.0,0.01,0.0,54.2,47.0,45.0,0.1,0.174,6.3,0.645,12.5,8.062,18.653,3.556
216.0,0.01,209.392,23.6,98.0,99.0,0.5,0.253,15.7,0.596,12.5,7.45,14.137,216.0
157.0,7.33,564.523,51.1,99.0,99.0,0.1,0.857,3.0,0.714,13.8,9.853,10.098,2.453
29.0,0.81,103.728,43.4,76.0,63.0,1.3,0.118,1.4,0.469,8.9,4.174,39.017,2.071
125.0,3.65,0.0,74.7,61.0,66.0,0.1,0.415,0.2,0.702,12.9,9.056,13.792,11.024000000000001
429.0,1.54,46.582,18.1,69.0,83.0,15.9,0.034,3.9,0.332,7.0,2.324,176.314,3.575
123.0,0.5,352.064,52.8,94.0,95.0,0.1,0.387,6.0,0.705,13.1,9.236,13.838,5.348
69.0,10.66,0.0,66.6,96.0,96.0,0.1,0.174,0.8,0.675,12.3,8.302,32.888,17.25
155.0,6.07,748.445,29.0,99.0,99.0,0.2,0.55,8.1,0.72,13.3,9.576,7.493,14.091
23.0,2.55,416.434,52.1,91.0,91.0,0.3,0.337,1.7,0.662,12.8,8.474,20.265,11.5
48.0,7.38,1089.955,48.7,65.0,65.0,7.6,0.756,6.0,0.644,12.8,8.243,11.629,0.857
123.0,6.35,152.545,58.3,96.0,96.0,0.1,0.052,1.6,0.753,15.5,11.672,213.552,123.0
138.0,1.97,97.766,16.6,99.0,99.0,0.1,0.126,15.4,0.712,12.9,9.185,36.501,27.6
15.0,0.01,0.0,44.9,99.0,99.0,0.1,0.174,7.8,0.66,11.6,7.656,25.656,0.349
123.0,3.65,0.0,55.6,88.0,9.0,0.1,0.006,1.1,0.737,13.4,9.876,927.745,12.3
221.0,12.12,170.988,57.7,94.0,94.0,0.1,0.144,2.4,0.814,16.2,13.187,49.141,11.024000000000001
173.0,5.93,0.0,45.7,99.0,99.0,0.3,0.174,3.7,0.695,13.3,9.244,22.269,11.024000000000001
83.0,11.8,683.919,6.6,99.0,99.0,0.1,0.439,0.6,0.882,16.1,14.2,25.828,27.667
181.0,7.24,69.631,45.0,97.0,96.0,0.6,0.433,3.5,0.7,12.8,8.96,10.992,11.024000000000001
156.0,10.78,19.22,61.7,99.0,99.0,0.1,0.133,1.8,0.817,15.3,12.5,59.2,156.0
11.0,3.04,1.587,23.4,87.0,87.0,0.1,0.016,5.1,0.622,10.2,6.344,300.171,0.026
299.0,7.58,719.554,31.8,83.0,83.0,6.2,0.52,1.4,0.604,11.4,6.886,15.178,74.75
337.0,7.19,12.066,2.2,5.0,39.0,4.9,0.018,9.8,0.563,8.7,4.898,88.466,84.25
277.0,3.41,0.0,24.8,95.0,96.0,1.8,0.174,8.0,0.441,8.7,3.837,35.815,55.4
122.0,5.66,882.356,57.7,95.0,94.0,0.1,0.412,1.7,0.75,15.5,11.625,28.114,122.0
11.0,1.19,257.288,48.9,98.0,98.0,0.1,0.226,6.5,0.654,13.1,8.567,23.439,2.2
218.0,1.63,43.995,54.2,96.0,95.0,0.1,0.334,4.2,0.691,13.4,9.259,10.819,11.024000000000001
215.0,3.65,0.0,48.6,99.0,99.0,0.1,0.644,3.3,0.688,10.8,7.43,8.895,30.714
25.0,0.55,38.428,21.3,87.0,84.0,0.5,0.117,13.0,0.533,9.1,4.85,18.945,0.431
512.0,1.5,41.501,17.9,45.0,51.0,12.0,0.031,9.9,0.315,5.7,1.796,131.392,19.692
234.0,2.48,0.0,38.5,93.0,92.0,0.1,0.174,3.3,0.613,12.5,7.662,38.627,58.5
163.0,0.04,60.186,23.9,72.0,72.0,0.1,0.127,19.6,0.538,7.7,4.143,21.212,0.362
228.0,10.98,0.0,46.8,98.0,97.0,0.1,0.174,3.5,0.675,12.3,8.302,40.177,228.0
2.0,0.04,30.593,18.9,78.0,77.0,0.1,0.071,21.2,0.487,6.1,2.971,40.931,0.004
178.0,9.61,81.114,38.2,96.0,96.0,0.1,0.052,4.2,0.0,14.3,0.0,147.749,11.024000000000001
134.0,1.29,94.756,46.0,85.0,83.0,0.1,0.125,6.6,0.599,10.3,6.17,40.837,12.182
174.0,5.93,857.131,55.8,85.0,85.0,0.4,0.598,3.3,0.706,13.1,9.249,7.127,24.857
154.0,0.55,42.415,43.6,79.0,77.0,0.1,0.088,3.0,0.659,10.8,7.117,74.258,19.25
356.0,3.65,0.0,19.1,52.0,46.0,2.8,0.078,8.5,0.394,7.3,2.876,73.761,4.623
136.0,2.7,0.0,11.3,94.0,95.0,0.2,0.174,15.3,0.609,11.1,6.76,30.879,3.778
72.0,9.34,0.0,3.0,98.0,99.0,0.1,0.174,1.5,0.675,12.3,8.302,39.201,36.0
135.0,0.02,0.0,51.4,99.0,99.0,0.1,0.174,7.6,0.716,12.1,8.664,36.044,4.821
289.0,0.49,171.769,31.3,89.0,89.0,3.3,0.122,5.7,0.427,5.0,2.135,69.955,144.5
224.0,3.65,0.0,41.3,63.0,69.0,0.1,0.174,13.6,0.499,9.0,4.491,32.888,4.766
132.0,3.81,97.741,48.4,93.0,91.0,0.1,0.119,2.0,0.668,10.9,7.281,46.132,132.0
297.0,0.18,24.848,2.3,6.0,57.0,2.3,0.044,8.4,0.376,8.1,3.046,88.36,6.457
363.0,2.47,184.365,2.7,8.0,83.0,6.8,0.146,6.7,0.533,11.8,6.289,30.125,8.067
139.0,1.6,0.0,9.2,96.0,96.0,0.1,0.174,15.8,0.569,10.4,5.918,28.066,3.233
315.0,8.34,22.69,29.2,44.0,45.0,10.7,0.041,7.7,0.636,12.3,7.823,78.242,105.0
48.0,2.58,0.0,21.2,67.0,67.0,6.3,0.174,9.0,0.497,9.2,4.572,14.693,3.692
145.0,0.01,871.878,81.6,79.0,79.0,0.1,0.362,0.1,0.675,0.0,0.0,47.598,11.024000000000001
168.0,2.98,0.0,67.5,81.0,81.0,0.1,0.174,0.2,0.64,11.7,7.488,73.294,11.024000000000001
84.0,9.03,0.0,27.2,96.0,96.0,0.1,0.174,1.6,0.675,12.3,8.302,30.592,28.0
295.0,0.01,11.089,13.4,41.0,41.0,0.1,0.02,19.7,0.373,6.5,2.424,446.878,2.418
394.0,3.91,4.721,2.9,57.0,62.0,7.7,0.007,7.7,0.433,6.9,2.988,670.236,3.94
172.0,6.95,15.858,46.1,99.0,99.0,0.1,0.036,3.3,0.699,14.8,10.345,193.589,1.72
134.0,3.86,0.0,13.4,97.0,96.0,0.1,0.174,14.6,0.641,11.7,7.5,36.733,3.829
356.0,1.97,59.834,17.3,76.0,81.0,9.1,0.084,8.4,0.494,10.1,4.989,57.22,3.56
21.0,10.2,42.872,57.2,97.0,95.0,0.1,0.035,3.3,0.757,14.7,11.128,177.821,11.024000000000001
238.0,0.19,23.184,12.4,72.0,72.0,0.1,0.025,18.2,0.447,8.6,3.844,228.484,4.407
12.0,11.63,23.435,6.4,95.0,99.0,0.1,0.138,2.0,0.838,15.4,12.905,46.406,6.0
8.0,11.84,0.0,61.9,92.0,92.0,0.1,0.174,0.7,0.675,12.3,8.302,48.327,2.0
8.0,11.47,0.0,62.5,92.0,92.0,0.1,0.174,0.8,0.675,12.3,8.302,50.795,2.0
76.0,9.19,606.311,63.2,88.0,88.0,0.1,0.326,0.3,0.891,19.2,17.107,25.587,11.024000000000001
343.0,0.83,0.703,13.1,92.0,9.0,1.9,0.002,9.9,0.0,4.4,0.0,2087.447,34.3
118.0,1.4,106.948,61.1,96.0,96.0,0.1,0.094,4.9,0.709,12.5,8.862,72.623,4.37
168.0,5.66,152.829,4.6,87.0,87.0,0.1,0.115,2.4,0.632,12.2,7.71,58.95,42.0
166.0,7.59,0.0,58.8,75.0,84.0,0.1,0.174,1.6,0.754,14.0,10.556,33.347,16.6
161.0,1.0,43.198,45.7,67.0,68.0,0.1,0.025,1.6,0.572,10.6,6.063,160.519,11.024000000000001
343.0,0.56,6.914,13.3,95.0,93.0,1.9,0.023,9.7,0.0,4.7,0.0,151.194,34.3
415.0,7.82,1.966,14.1,85.0,88.0,8.0,0.02,7.2,0.343,7.2,2.47,214.101,8.3
317.0,0.16,10.384,19.0,53.0,57.0,2.6,0.03,9.1,0.356,7.1,2.528,108.297,6.469
59.0,5.97,0.0,61.2,95.0,95.0,0.1,0.747,0.8,0.948,17.7,16.78,7.675,11.024000000000001
121.0,7.65,13.514,45.4,9.0,89.0,0.4,0.123,4.1,0.753,14.2,10.693,47.361,11.024000000000001
251.0,5.85,41.301,43.0,65.0,65.0,2.0,0.067,4.1,0.466,8.5,3.961,100.044,11.952
368.0,2.25,0.0,22.3,73.0,73.0,5.5,0.174,8.7,0.507,9.6,4.867,13.603,30.667
12.0,4.14,39.865,49.4,87.0,87.0,0.1,0.222,3.0,0.0,12.1,0.0,35.82,11.024000000000001
134.0,7.25,389.752,52.8,89.0,89.0,0.1,0.284,2.7,0.715,13.0,9.295,28.673,134.0
387.0,5.98,9.66,13.3,74.0,81.0,5.2,0.012,8.7,0.268,4.4,1.179,425.797,9.923
158.0,7.92,0.0,56.5,8.0,87.0,0.1,0.174,1.7,0.7,11.8,8.26,26.918,14.364
125.0,0.54,32.525,57.0,95.0,95.0,0.1,0.026,3.9,0.723,13.5,9.76,365.104,31.25
1.0,4.04,1070.269,48.3,88.0,88.0,0.1,0.417,2.2,0.715,12.1,8.651,20.25,1.0
284.0,1.75,73.242,41.3,99.0,99.0,0.1,0.08,2.3,0.621,11.2,6.955,75.114,142.0
145.0,3.51,31.766,48.9,91.0,91.0,0.4,0.049,1.9,0.718,12.6,9.047,109.843,145.0
297.0,2.47,0.0,19.7,87.0,87.0,2.7,0.174,9.6,0.395,7.3,2.884,24.221,49.5
138.0,0.01,427.989,5.8,65.0,64.0,0.1,0.316,1.5,0.592,10.8,6.394,11.701,11.024000000000001
1.0,6.37,584.099,56.1,96.0,96.0,0.1,0.479,1.0,0.775,14.0,10.85,15.311,0.5
536.0,7.19,25.217,25.9,87.0,84.0,46.4,0.164,9.4,0.516,9.4,4.85,32.104,134.0
284.0,3.48,0.0,24.1,97.0,97.0,2.1,0.174,8.2,0.439,8.8,3.863,33.002,47.333
81.0,1.76,1077.712,2.3,98.0,98.0,0.1,0.584,14.2,0.641,11.8,7.564,15.934,11.024000000000001
261.0,0.71,55.43,16.7,83.0,84.0,0.6,0.038,7.9,0.483,9.1,4.395,132.172,5.118
22.0,4.72,685.03,52.6,84.0,84.0,0.8,0.577,3.5,0.684,11.7,8.003,10.262,11.024000000000001
216.0,9.92,86.926,57.0,99.0,99.0,0.1,0.757,2.5,0.791,15.9,12.577,8.415,11.024000000000001
348.0,0.01,0.0,18.6,4.0,4.0,0.9,0.174,7.8,0.675,12.3,8.302,32.888,4.519
134.0,7.42,462.708,53.3,96.0,88.0,0.1,0.333,2.6,0.72,13.1,9.432,24.708,134.0
114.0,13.11,1116.397,56.9,96.0,96.0,0.1,0.938,1.9,0.771,13.3,10.254,6.994,11.024000000000001
141.0,7.38,11.859,51.2,98.0,95.0,0.1,0.009,2.8,0.702,13.0,9.126,762.897,70.5
9.0,5.58,32.247,51.7,99.0,98.0,0.1,0.036,1.6,0.703,11.6,8.155,168.487,9.0
122.0,5.07,4.409,28.2,9.0,9.0,0.3,0.037,7.3,0.632,13.1,8.279,125.564,11.024000000000001
124.0,6.67,14.473,59.5,94.0,94.0,0.1,0.008,1.6,0.76,15.3,11.628,1053.19,124.0
25.0,3.65,0.0,3.8,67.0,73.0,0.9,0.116,7.8,0.513,8.5,4.36,49.462,2.083
124.0,5.3,1117.196,6.8,97.0,97.0,0.1,0.985,1.6,0.745,12.6,9.387,6.498,3.179
116.0,10.33,0.0,24.7,99.0,97.0,0.1,0.174,1.6,0.675,12.3,8.302,24.278,29.0
97.0,12.43,0.0,64.0,99.0,99.0,0.1,0.174,1.9,0.675,12.3,8.302,43.046,11.024000000000001
412.0,3.15,0.0,26.8,79.0,8.0,2.4,0.174,5.8,0.675,12.3,8.302,33.347,5.086
4.0,0.3,26.874,14.1,26.0,26.0,4.8,0.02,11.3,0.3,4.9,1.47,352.124,0.053
165.0,4.43,404.421,47.5,83.0,8.0,0.1,0.24,2.5,0.653,11.4,7.444,24.853,7.857
223.0,0.01,188.737,21.9,97.0,97.0,0.6,0.243,16.1,0.581,12.3,7.146,15.257,223.0
16.0,3.16,222.482,44.3,94.0,94.0,0.7,0.159,2.4,0.59,10.9,6.431,49.514,2.667
13.0,0.51,9.23,36.3,96.0,96.0,0.1,0.014,8.0,0.774,13.0,10.062,270.742,3.25
183.0,6.37,128.09,41.1,9.0,9.0,0.2,0.146,6.0,0.773,12.5,9.662,44.328,11.024000000000001
138.0,3.65,37.171,52.0,96.0,96.0,0.5,0.052,1.8,0.725,12.8,9.28,108.741,138.0
213.0,0.06,55.361,18.2,79.0,71.0,0.1,0.115,1.9,0.624,11.0,6.864,20.631,0.899
122.0,9.16,880.64,58.9,97.0,95.0,0.1,0.636,2.1,0.766,14.1,10.801,1.76,122.0
142.0,2.9,32.756,47.1,96.0,93.0,0.1,0.062,2.1,0.639,11.2,7.157,100.47,142.0
77.0,9.78,31.506,55.0,97.0,87.0,0.1,0.025,0.5,0.823,14.8,12.18,316.439,25.667
437.0,1.49,35.852,15.5,75.0,73.0,14.5,0.044,8.8,0.45,8.2,3.69,102.131,3.8
18.0,0.01,0.0,42.2,94.0,96.0,0.1,0.174,3.2,0.638,12.3,7.847,40.005,4.5
153.0,1.79,45.851,67.8,91.0,9.0,0.1,0.023,0.1,0.683,13.7,9.357,258.312,11.024000000000001
177.0,4.6,336.321,25.3,88.0,88.0,0.1,0.387,8.1,0.667,12.1,8.071,9.778,11.024000000000001
189.0,15.52,153.505,55.5,96.0,96.0,0.1,0.134,2.1,0.812,15.9,12.911,38.84,11.024000000000001
213.0,5.39,0.0,18.7,79.0,78.0,0.3,0.174,9.2,0.542,9.9,5.366,12.627,16.385
78.0,13.31,973.681,55.1,9.0,9.0,0.1,0.589,0.3,0.889,17.5,15.558,12.333,11.024000000000001
154.0,3.38,302.705,5.2,99.0,98.0,0.1,0.153,1.9,0.614,11.4,7.0,43.082,51.333
26.0,7.92,63.787,18.3,93.0,97.0,2.3,0.056,6.5,0.454,10.0,4.54,140.565,1.13
161.0,0.01,35.485,11.6,9.0,87.0,0.1,0.043,2.3,0.484,7.9,3.824,58.134,0.61
224.0,2.81,0.0,38.0,98.0,98.0,0.1,0.174,3.4,0.612,12.4,7.589,33.404,56.0
89.0,4.03,732.866,55.3,86.0,86.0,0.1,0.52,2.4,0.742,14.2,10.536,18.401,11.024000000000001
665.0,1.68,0.0,25.5,78.0,78.0,43.5,0.055,11.0,0.434,9.8,4.253,129.901,17.051
74.0,11.2,869.791,6.4,94.0,95.0,0.1,0.469,1.1,0.912,16.8,15.322,4.118,24.667
